step,operation,incr_ns,full_ns,n_active,incr_ari
808,move,959,-1,798,-2.0
809,move,833,-1,798,-2.0
810,move,833,-1,798,-2.0
811,move,1708,-1,798,-2.0
812,move,2042,-1,798,-2.0
813,move,875,-1,798,-2.0
814,move,1166,-1,798,-2.0
815,move,1458,-1,798,-2.0
816,move,917,-1,798,-2.0
817,move,958,-1,798,-2.0
818,move,875,-1,798,-2.0
819,move,958,-1,798,-2.0
820,move,833,-1,798,-2.0
821,move,959,-1,798,-2.0
822,move,875,-1,798,-2.0
823,move,833,-1,798,-2.0
824,move,1708,-1,798,-2.0
825,move,958,248333,798,0.956734
826,move,1041,-1,798,-2.0
827,move,1000,-1,798,-2.0
828,move,792,-1,798,-2.0
829,move,917,-1,798,-2.0
830,move,875,-1,798,-2.0
831,move,833,-1,798,-2.0
832,move,2458,-1,798,-2.0
833,move,875,-1,798,-2.0
834,move,2250,-1,798,-2.0
835,move,1000,-1,798,-2.0
836,move,958,-1,798,-2.0
837,insert,1500,-1,799,-2.0
838,move,958,-1,799,-2.0
839,move,875,-1,799,-2.0
840,move,917,-1,799,-2.0
841,move,1000,-1,799,-2.0
842,move,1792,-1,799,-2.0
843,move,958,-1,799,-2.0
844,move,1042,-1,799,-2.0
845,move,958,-1,799,-2.0
846,move,1583,-1,799,-2.0
847,move,1959,-1,799,-2.0
848,move,959,-1,799,-2.0
