dataset,seed,variant,threshold,selected_index,default_index,changed_threshold,ari_truth,ari_default,clusters,noise_count
moons,45,giant_excess_1.2,1.1969735350162642,14,14,False,1.0,1.0,2,0
moons,45,noise_excess_0.8,1.1969735350162642,14,14,False,1.0,1.0,2,0
moons,45,noise_excess_1.2,1.1969735350162642,14,14,False,1.0,1.0,2,0
moons,45,log_clusters_0.8,1.1969735350162642,14,14,False,1.0,1.0,2,0
moons,45,log_clusters_1.2,1.1969735350162642,14,14,False,1.0,1.0,2,0
moons,45,fragmentation_0.8,1.1969735350162642,14,14,False,1.0,1.0,2,0
moons,45,fragmentation_1.2,1.1969735350162642,14,14,False,1.0,1.0,2,0
moons,45,fewer_than_two_0.8,1.1969735350162642,14,14,False,1.0,1.0,2,0
moons,45,fewer_than_two_1.2,1.1969735350162642,14,14,False,1.0,1.0,2,0
moons,46,default,1.1770449246429278,13,13,False,1.0,1.0,2,0
moons,46,coverage_0.8,1.1770449246429278,13,13,False,1.0,1.0,2,0
moons,46,coverage_1.2,1.1770449246429278,13,13,False,1.0,1.0,2,0
moons,46,entropy_0.8,1.1770449246429278,13,13,False,1.0,1.0,2,0
moons,46,entropy_1.2,1.1770449246429278,13,13,False,1.0,1.0,2,0
moons,46,largest_0.8,1.1770449246429278,13,13,False,1.0,1.0,2,0
moons,46,largest_1.2,1.1770449246429278,13,13,False,1.0,1.0,2,0
moons,46,giant_excess_0.8,1.1770449246429278,13,13,False,1.0,1.0,2,0
moons,46,giant_excess_1.2,1.1770449246429278,13,13,False,1.0,1.0,2,0
moons,46,noise_excess_0.8,1.1770449246429278,13,13,False,1.0,1.0,2,0
moons,46,noise_excess_1.2,1.1770449246429278,13,13,False,1.0,1.0,2,0
moons,46,log_clusters_0.8,1.1770449246429278,13,13,False,1.0,1.0,2,0
moons,46,log_clusters_1.2,1.1770449246429278,13,13,False,1.0,1.0,2,0
moons,46,fragmentation_0.8,1.1770449246429278,13,13,False,1.0,1.0,2,0
moons,46,fragmentation_1.2,1.1770449246429278,13,13,False,1.0,1.0,2,0
moons,46,fewer_than_two_0.8,1.1770449246429278,13,13,False,1.0,1.0,2,0
moons,46,fewer_than_two_1.2,1.1770449246429278,13,13,False,1.0,1.0,2,0
circles,42,default,1.2189624892013222,14,14,False,1.0,1.0,2,0
circles,42,coverage_0.8,1.2189624892013222,14,14,False,1.0,1.0,2,0
circles,42,coverage_1.2,1.2189624892013222,14,14,False,1.0,1.0,2,0
circles,42,entropy_0.8,1.2189624892013222,14,14,False,1.0,1.0,2,0
circles,42,entropy_1.2,1.2189624892013222,14,14,False,1.0,1.0,2,0
circles,42,largest_0.8,1.2189624892013222,14,14,False,1.0,1.0,2,0
circles,42,largest_1.2,1.2189624892013222,14,14,False,1.0,1.0,2,0
circles,42,giant_excess_0.8,1.2189624892013222,14,14,False,1.0,1.0,2,0
circles,42,giant_excess_1.2,1.2189624892013222,14,14,False,1.0,1.0,2,0
circles,42,noise_excess_0.8,1.2189624892013222,14,14,False,1.0,1.0,2,0
circles,42,noise_excess_1.2,1.2189624892013222,14,14,False,1.0,1.0,2,0
circles,42,log_clusters_0.8,1.2189624892013222,14,14,False,1.0,1.0,2,0
circles,42,log_clusters_1.2,1.2189624892013222,14,14,False,1.0,1.0,2,0
circles,42,fragmentation_0.8,1.2189624892013222,14,14,False,1.0,1.0,2,0
circles,42,fragmentation_1.2,1.2189624892013222,14,14,False,1.0,1.0,2,0
circles,42,fewer_than_two_0.8,1.2189624892013222,14,14,False,1.0,1.0,2,0
circles,42,fewer_than_two_1.2,1.2189624892013222,14,14,False,1.0,1.0,2,0
circles,43,default,1.2048364885993925,14,14,False,1.0,1.0,2,0
circles,43,coverage_0.8,1.2048364885993925,14,14,False,1.0,1.0,2,0
circles,43,coverage_1.2,1.2048364885993925,14,14,False,1.0,1.0,2,0
circles,43,entropy_0.8,1.2048364885993925,14,14,False,1.0,1.0,2,0
circles,43,entropy_1.2,1.2048364885993925,14,14,False,1.0,1.0,2,0
circles,43,largest_0.8,1.2048364885993925,14,14,False,1.0,1.0,2,0
circles,43,largest_1.2,1.2048364885993925,14,14,False,1.0,1.0,2,0
circles,43,giant_excess_0.8,1.2048364885993925,14,14,False,1.0,1.0,2,0
circles,43,giant_excess_1.2,1.2048364885993925,14,14,False,1.0,1.0,2,0
circles,43,noise_excess_0.8,1.2048364885993925,14,14,False,1.0,1.0,2,0
circles,43,noise_excess_1.2,1.2048364885993925,14,14,False,1.0,1.0,2,0
circles,43,log_clusters_0.8,1.2048364885993925,14,14,False,1.0,1.0,2,0
circles,43,log_clusters_1.2,1.2048364885993925,14,14,False,1.0,1.0,2,0
circles,43,fragmentation_0.8,1.2048364885993925,14,14,False,1.0,1.0,2,0
circles,43,fragmentation_1.2,1.2048364885993925,14,14,False,1.0,1.0,2,0
circles,43,fewer_than_two_0.8,1.2048364885993925,14,14,False,1.0,1.0,2,0
circles,43,fewer_than_two_1.2,1.2048364885993925,14,14,False,1.0,1.0,2,0
circles,44,default,1.2458850554742746,15,15,False,1.0,1.0,2,0
circles,44,coverage_0.8,1.2458850554742746,15,15,False,1.0,1.0,2,0
circles,44,coverage_1.2,1.2458850554742746,15,15,False,1.0,1.0,2,0
circles,44,entropy_0.8,1.2458850554742746,15,15,False,1.0,1.0,2,0
circles,44,entropy_1.2,1.2458850554742746,15,15,False,1.0,1.0,2,0
circles,44,largest_0.8,1.2458850554742746,15,15,False,1.0,1.0,2,0
circles,44,largest_1.2,1.2458850554742746,15,15,False,1.0,1.0,2,0
circles,44,giant_excess_0.8,1.2458850554742746,15,15,False,1.0,1.0,2,0
circles,44,giant_excess_1.2,1.2458850554742746,15,15,False,1.0,1.0,2,0
circles,44,noise_excess_0.8,1.2458850554742746,15,15,False,1.0,1.0,2,0
circles,44,noise_excess_1.2,1.2458850554742746,15,15,False,1.0,1.0,2,0
circles,44,log_clusters_0.8,1.2458850554742746,15,15,False,1.0,1.0,2,0
circles,44,log_clusters_1.2,1.2458850554742746,15,15,False,1.0,1.0,2,0
circles,44,fragmentation_0.8,1.2458850554742746,15,15,False,1.0,1.0,2,0
circles,44,fragmentation_1.2,1.2458850554742746,15,15,False,1.0,1.0,2,0
circles,44,fewer_than_two_0.8,1.2458850554742746,15,15,False,1.0,1.0,2,0
circles,44,fewer_than_two_1.2,1.2458850554742746,15,15,False,1.0,1.0,2,0
circles,45,default,1.2101505409695412,14,14,False,1.0,1.0,2,0
circles,45,coverage_0.8,1.2101505409695412,14,14,False,1.0,1.0,2,0
circles,45,coverage_1.2,1.2101505409695412,14,14,False,1.0,1.0,2,0
circles,45,entropy_0.8,1.2101505409695412,14,14,False,1.0,1.0,2,0
circles,45,entropy_1.2,1.2101505409695412,14,14,False,1.0,1.0,2,0
circles,45,largest_0.8,1.2101505409695412,14,14,False,1.0,1.0,2,0
circles,45,largest_1.2,1.2101505409695412,14,14,False,1.0,1.0,2,0
circles,45,giant_excess_0.8,1.2101505409695412,14,14,False,1.0,1.0,2,0
circles,45,giant_excess_1.2,1.2101505409695412,14,14,False,1.0,1.0,2,0
circles,45,noise_excess_0.8,1.2101505409695412,14,14,False,1.0,1.0,2,0
circles,45,noise_excess_1.2,1.2101505409695412,14,14,False,1.0,1.0,2,0
circles,45,log_clusters_0.8,1.2101505409695412,14,14,False,1.0,1.0,2,0
circles,45,log_clusters_1.2,1.2101505409695412,14,14,False,1.0,1.0,2,0
circles,45,fragmentation_0.8,1.2101505409695412,14,14,False,1.0,1.0,2,0
circles,45,fragmentation_1.2,1.2101505409695412,14,14,False,1.0,1.0,2,0
circles,45,fewer_than_two_0.8,1.2101505409695412,14,14,False,1.0,1.0,2,0
circles,45,fewer_than_two_1.2,1.2101505409695412,14,14,False,1.0,1.0,2,0
circles,46,default,1.2704829026830544,16,16,False,0.9304407315355738,1.0,3,1
circles,46,coverage_0.8,1.2704829026830544,16,16,False,0.9304407315355738,1.0,3,1
circles,46,coverage_1.2,1.2704829026830544,16,16,False,0.9304407315355738,1.0,3,1
circles,46,entropy_0.8,1.2704829026830544,16,16,False,0.9304407315355738,1.0,3,1
circles,46,entropy_1.2,1.2704829026830544,16,16,False,0.9304407315355738,1.0,3,1
circles,46,largest_0.8,1.2704829026830544,16,16,False,0.9304407315355738,1.0,3,1
circles,46,largest_1.2,1.2704829026830544,16,16,False,0.9304407315355738,1.0,3,1
circles,46,giant_excess_0.8,1.2704829026830544,16,16,False,0.9304407315355738,1.0,3,1
circles,46,giant_excess_1.2,1.2704829026830544,16,16,False,0.9304407315355738,1.0,3,1
circles,46,noise_excess_0.8,1.2704829026830544,16,16,False,0.9304407315355738,1.0,3,1
circles,46,noise_excess_1.2,1.2704829026830544,16,16,False,0.9304407315355738,1.0,3,1
circles,46,log_clusters_0.8,1.2704829026830544,16,16,False,0.9304407315355738,1.0,3,1
circles,46,log_clusters_1.2,1.2704829026830544,16,16,False,0.9304407315355738,1.0,3,1
circles,46,fragmentation_0.8,1.2704829026830544,16,16,False,0.9304407315355738,1.0,3,1
circles,46,fragmentation_1.2,1.2704829026830544,16,16,False,0.9304407315355738,1.0,3,1
circles,46,fewer_than_two_0.8,1.2704829026830544,16,16,False,0.9304407315355738,1.0,3,1
circles,46,fewer_than_two_1.2,1.2704829026830544,16,16,False,0.9304407315355738,1.0,3,1
spiral,42,default,1.003237838706473,6,6,False,0.04552800501640248,1.0,17,87
spiral,42,coverage_0.8,1.003237838706473,6,6,False,0.04552800501640248,1.0,17,87
spiral,42,coverage_1.2,1.003237838706473,6,6,False,0.04552800501640248,1.0,17,87
spiral,42,entropy_0.8,1.003237838706473,6,6,False,0.04552800501640248,1.0,17,87
spiral,42,entropy_1.2,1.003237838706473,6,6,False,0.04552800501640248,1.0,17,87
spiral,42,largest_0.8,1.003237838706473,6,6,False,0.04552800501640248,1.0,17,87
spiral,42,largest_1.2,1.003237838706473,6,6,False,0.04552800501640248,1.0,17,87
spiral,42,giant_excess_0.8,1.003237838706473,6,6,False,0.04552800501640248,1.0,17,87
spiral,42,giant_excess_1.2,1.003237838706473,6,6,False,0.04552800501640248,1.0,17,87
spiral,42,noise_excess_0.8,1.003237838706473,6,6,False,0.04552800501640248,1.0,17,87
spiral,42,noise_excess_1.2,1.003237838706473,6,6,False,0.04552800501640248,1.0,17,87
spiral,42,log_clusters_0.8,1.003237838706473,6,6,False,0.04552800501640248,1.0,17,87
spiral,42,log_clusters_1.2,1.003237838706473,6,6,False,0.04552800501640248,1.0,17,87
spiral,42,fragmentation_0.8,1.003237838706473,6,6,False,0.04552800501640248,1.0,17,87
spiral,42,fragmentation_1.2,1.003237838706473,6,6,False,0.04552800501640248,1.0,17,87
spiral,42,fewer_than_two_0.8,1.003237838706473,6,6,False,0.04552800501640248,1.0,17,87
spiral,42,fewer_than_two_1.2,1.003237838706473,6,6,False,0.04552800501640248,1.0,17,87
spiral,43,default,1.0467979991621512,8,8,False,0.04559952681114903,1.0,10,13
spiral,43,coverage_0.8,1.0467979991621512,8,8,False,0.04559952681114903,1.0,10,13
spiral,43,coverage_1.2,1.0467979991621512,8,8,False,0.04559952681114903,1.0,10,13
spiral,43,entropy_0.8,1.0467979991621512,8,8,False,0.04559952681114903,1.0,10,13
spiral,43,entropy_1.2,1.0467979991621512,8,8,False,0.04559952681114903,1.0,10,13
spiral,43,largest_0.8,1.0467979991621512,8,8,False,0.04559952681114903,1.0,10,13
spiral,43,largest_1.2,1.0467979991621512,8,8,False,0.04559952681114903,1.0,10,13
spiral,43,giant_excess_0.8,1.0467979991621512,8,8,False,0.04559952681114903,1.0,10,13
spiral,43,giant_excess_1.2,1.0467979991621512,8,8,False,0.04559952681114903,1.0,10,13
spiral,43,noise_excess_0.8,1.0467979991621512,8,8,False,0.04559952681114903,1.0,10,13
spiral,43,noise_excess_1.2,1.0467979991621512,8,8,False,0.04559952681114903,1.0,10,13
spiral,43,log_clusters_0.8,1.0467979991621512,8,8,False,0.04559952681114903,1.0,10,13
spiral,43,log_clusters_1.2,1.0467979991621512,8,8,False,0.04559952681114903,1.0,10,13
spiral,43,fragmentation_0.8,1.0467979991621512,8,8,False,0.04559952681114903,1.0,10,13
spiral,43,fragmentation_1.2,1.0467979991621512,8,8,False,0.04559952681114903,1.0,10,13
spiral,43,fewer_than_two_0.8,1.0467979991621512,8,8,False,0.04559952681114903,1.0,10,13
spiral,43,fewer_than_two_1.2,1.0467979991621512,8,8,False,0.04559952681114903,1.0,10,13
spiral,44,default,1.0067347277479886,6,6,False,0.0738029108202191,1.0,16,54
spiral,44,coverage_0.8,1.0067347277479886,6,6,False,0.0738029108202191,1.0,16,54
spiral,44,coverage_1.2,1.0067347277479886,6,6,False,0.0738029108202191,1.0,16,54
spiral,44,entropy_0.8,1.0067347277479886,6,6,False,0.0738029108202191,1.0,16,54
spiral,44,entropy_1.2,1.0067347277479886,6,6,False,0.0738029108202191,1.0,16,54
spiral,44,largest_0.8,1.0067347277479886,6,6,False,0.0738029108202191,1.0,16,54
spiral,44,largest_1.2,1.0067347277479886,6,6,False,0.0738029108202191,1.0,16,54
spiral,44,giant_excess_0.8,1.0067347277479886,6,6,False,0.0738029108202191,1.0,16,54
spiral,44,giant_excess_1.2,1.0067347277479886,6,6,False,0.0738029108202191,1.0,16,54
spiral,44,noise_excess_0.8,1.0067347277479886,6,6,False,0.0738029108202191,1.0,16,54
spiral,44,noise_excess_1.2,1.0067347277479886,6,6,False,0.0738029108202191,1.0,16,54
spiral,44,log_clusters_0.8,1.0067347277479886,6,6,False,0.0738029108202191,1.0,16,54
spiral,44,log_clusters_1.2,1.0067347277479886,6,6,False,0.0738029108202191,1.0,16,54
spiral,44,fragmentation_0.8,1.0067347277479886,6,6,False,0.0738029108202191,1.0,16,54
spiral,44,fragmentation_1.2,1.0067347277479886,6,6,False,0.0738029108202191,1.0,16,54
spiral,44,fewer_than_two_0.8,1.0067347277479886,6,6,False,0.0738029108202191,1.0,16,54
spiral,44,fewer_than_two_1.2,1.0067347277479886,6,6,False,0.0738029108202191,1.0,16,54
spiral,45,default,1.0499118992801666,8,8,False,0.09758327253876282,1.0,13,33
spiral,45,coverage_0.8,1.0499118992801666,8,8,False,0.09758327253876282,1.0,13,33
spiral,45,coverage_1.2,1.0499118992801666,8,8,False,0.09758327253876282,1.0,13,33
spiral,45,entropy_0.8,1.0499118992801666,8,8,False,0.09758327253876282,1.0,13,33
spiral,45,entropy_1.2,1.0499118992801666,8,8,False,0.09758327253876282,1.0,13,33
spiral,45,largest_0.8,1.0499118992801666,8,8,False,0.09758327253876282,1.0,13,33
spiral,45,largest_1.2,1.0499118992801666,8,8,False,0.09758327253876282,1.0,13,33
spiral,45,giant_excess_0.8,1.0499118992801666,8,8,False,0.09758327253876282,1.0,13,33
spiral,45,giant_excess_1.2,1.0499118992801666,8,8,False,0.09758327253876282,1.0,13,33
spiral,45,noise_excess_0.8,1.0499118992801666,8,8,False,0.09758327253876282,1.0,13,33
spiral,45,noise_excess_1.2,1.0499118992801666,8,8,False,0.09758327253876282,1.0,13,33
spiral,45,log_clusters_0.8,1.0499118992801666,8,8,False,0.09758327253876282,1.0,13,33
spiral,45,log_clusters_1.2,1.0499118992801666,8,8,False,0.09758327253876282,1.0,13,33
spiral,45,fragmentation_0.8,1.0499118992801666,8,8,False,0.09758327253876282,1.0,13,33
spiral,45,fragmentation_1.2,1.0499118992801666,8,8,False,0.09758327253876282,1.0,13,33
spiral,45,fewer_than_two_0.8,1.0499118992801666,8,8,False,0.09758327253876282,1.0,13,33
spiral,45,fewer_than_two_1.2,1.0499118992801666,8,8,False,0.09758327253876282,1.0,13,33
spiral,46,default,1.0704937297481976,9,9,False,0.02384408907961469,1.0,5,1
spiral,46,coverage_0.8,1.0704937297481976,9,9,False,0.02384408907961469,1.0,5,1
spiral,46,coverage_1.2,1.0704937297481976,9,9,False,0.02384408907961469,1.0,5,1
spiral,46,entropy_0.8,1.0704937297481976,9,9,False,0.02384408907961469,1.0,5,1
spiral,46,entropy_1.2,1.0704937297481976,9,9,False,0.02384408907961469,1.0,5,1
spiral,46,largest_0.8,1.0967947108306775,10,9,True,0.0033188335068006967,0.5571507874976236,2,1
spiral,46,largest_1.2,1.0704937297481976,9,9,False,0.02384408907961469,1.0,5,1
spiral,46,giant_excess_0.8,1.0704937297481976,9,9,False,0.02384408907961469,1.0,5,1
spiral,46,giant_excess_1.2,1.0704937297481976,9,9,False,0.02384408907961469,1.0,5,1
spiral,46,noise_excess_0.8,1.0704937297481976,9,9,False,0.02384408907961469,1.0,5,1
spiral,46,noise_excess_1.2,1.0704937297481976,9,9,False,0.02384408907961469,1.0,5,1
spiral,46,log_clusters_0.8,1.0704937297481976,9,9,False,0.02384408907961469,1.0,5,1
spiral,46,log_clusters_1.2,1.0967947108306775,10,9,True,0.0033188335068006967,0.5571507874976236,2,1
spiral,46,fragmentation_0.8,1.0704937297481976,9,9,False,0.02384408907961469,1.0,5,1
spiral,46,fragmentation_1.2,1.0704937297481976,9,9,False,0.02384408907961469,1.0,5,1
spiral,46,fewer_than_two_0.8,1.0704937297481976,9,9,False,0.02384408907961469,1.0,5,1
spiral,46,fewer_than_two_1.2,1.0704937297481976,9,9,False,0.02384408907961469,1.0,5,1
varying_density,42,default,1.145791999104423,12,12,False,0.5294516193623655,1.0,2,1
varying_density,42,coverage_0.8,1.145791999104423,12,12,False,0.5294516193623655,1.0,2,1
varying_density,42,coverage_1.2,1.145791999104423,12,12,False,0.5294516193623655,1.0,2,1
varying_density,42,entropy_0.8,1.145791999104423,12,12,False,0.5294516193623655,1.0,2,1
varying_density,42,entropy_1.2,1.145791999104423,12,12,False,0.5294516193623655,1.0,2,1
varying_density,42,largest_0.8,1.145791999104423,12,12,False,0.5294516193623655,1.0,2,1
varying_density,42,largest_1.2,1.145791999104423,12,12,False,0.5294516193623655,1.0,2,1
varying_density,42,giant_excess_0.8,1.145791999104423,12,12,False,0.5294516193623655,1.0,2,1
varying_density,42,giant_excess_1.2,1.145791999104423,12,12,False,0.5294516193623655,1.0,2,1
varying_density,42,noise_excess_0.8,1.145791999104423,12,12,False,0.5294516193623655,1.0,2,1
varying_density,42,noise_excess_1.2,1.145791999104423,12,12,False,0.5294516193623655,1.0,2,1
varying_density,42,log_clusters_0.8,1.145791999104423,12,12,False,0.5294516193623655,1.0,2,1
varying_density,42,log_clusters_1.2,1.145791999104423,12,12,False,0.5294516193623655,1.0,2,1
varying_density,42,fragmentation_0.8,1.145791999104423,12,12,False,0.5294516193623655,1.0,2,1
varying_density,42,fragmentation_1.2,1.145791999104423,12,12,False,0.5294516193623655,1.0,2,1
varying_density,42,fewer_than_two_0.8,1.145791999104423,12,12,False,0.5294516193623655,1.0,2,1
varying_density,42,fewer_than_two_1.2,1.145791999104423,12,12,False,0.5294516193623655,1.0,2,1
varying_density,43,default,1.0319027020292317,7,7,False,0.5258397017744296,1.0,2,18
varying_density,43,coverage_0.8,1.0319027020292317,7,7,False,0.5258397017744296,1.0,2,18
varying_density,43,coverage_1.2,1.0319027020292317,7,7,False,0.5258397017744296,1.0,2,18
varying_density,43,entropy_0.8,1.0319027020292317,7,7,False,0.5258397017744296,1.0,2,18
varying_density,43,entropy_1.2,1.0319027020292317,7,7,False,0.5258397017744296,1.0,2,18
varying_density,43,largest_0.8,1.0319027020292317,7,7,False,0.5258397017744296,1.0,2,18
varying_density,43,largest_1.2,1.0319027020292317,7,7,False,0.5258397017744296,1.0,2,18
varying_density,43,giant_excess_0.8,1.0319027020292317,7,7,False,0.5258397017744296,1.0,2,18
varying_density,43,giant_excess_1.2,1.0319027020292317,7,7,False,0.5258397017744296,1.0,2,18
varying_density,43,noise_excess_0.8,1.0319027020292317,7,7,False,0.5258397017744296,1.0,2,18
varying_density,43,noise_excess_1.2,1.0319027020292317,7,7,False,0.5258397017744296,1.0,2,18
varying_density,43,log_clusters_0.8,1.0319027020292317,7,7,False,0.5258397017744296,1.0,2,18
varying_density,43,log_clusters_1.2,1.0319027020292317,7,7,False,0.5258397017744296,1.0,2,18
varying_density,43,fragmentation_0.8,1.0319027020292317,7,7,False,0.5258397017744296,1.0,2,18
varying_density,43,fragmentation_1.2,1.0319027020292317,7,7,False,0.5258397017744296,1.0,2,18
varying_density,43,fewer_than_two_0.8,1.0319027020292317,7,7,False,0.5258397017744296,1.0,2,18
varying_density,43,fewer_than_two_1.2,1.0319027020292317,7,7,False,0.5258397017744296,1.0,2,18
varying_density,44,default,1.1718045708032203,13,13,False,0.5276458534009216,1.0,2,4
varying_density,44,coverage_0.8,1.1718045708032203,13,13,False,0.5276458534009216,1.0,2,4
varying_density,44,coverage_1.2,1.1718045708032203,13,13,False,0.5276458534009216,1.0,2,4
varying_density,44,entropy_0.8,1.1718045708032203,13,13,False,0.5276458534009216,1.0,2,4
varying_density,44,entropy_1.2,1.1718045708032203,13,13,False,0.5276458534009216,1.0,2,4
varying_density,44,largest_0.8,1.1718045708032203,13,13,False,0.5276458534009216,1.0,2,4
varying_density,44,largest_1.2,1.1718045708032203,13,13,False,0.5276458534009216,1.0,2,4
varying_density,44,giant_excess_0.8,1.1718045708032203,13,13,False,0.5276458534009216,1.0,2,4
varying_density,44,giant_excess_1.2,1.1718045708032203,13,13,False,0.5276458534009216,1.0,2,4
varying_density,44,noise_excess_0.8,1.1718045708032203,13,13,False,0.5276458534009216,1.0,2,4
varying_density,44,noise_excess_1.2,1.1718045708032203,13,13,False,0.5276458534009216,1.0,2,4
varying_density,44,log_clusters_0.8,1.1718045708032203,13,13,False,0.5276458534009216,1.0,2,4
varying_density,44,log_clusters_1.2,1.1718045708032203,13,13,False,0.5276458534009216,1.0,2,4
varying_density,44,fragmentation_0.8,1.1718045708032203,13,13,False,0.5276458534009216,1.0,2,4
varying_density,44,fragmentation_1.2,1.1718045708032203,13,13,False,0.5276458534009216,1.0,2,4
varying_density,44,fewer_than_two_0.8,1.1718045708032203,13,13,False,0.5276458534009216,1.0,2,4
varying_density,44,fewer_than_two_1.2,1.1718045708032203,13,13,False,0.5276458534009216,1.0,2,4
varying_density,45,default,1.0702249705318467,9,9,False,0.5280928548146242,1.0,2,6
varying_density,45,coverage_0.8,1.0702249705318467,9,9,False,0.5280928548146242,1.0,2,6
varying_density,45,coverage_1.2,1.0702249705318467,9,9,False,0.5280928548146242,1.0,2,6
varying_density,45,entropy_0.8,1.0702249705318467,9,9,False,0.5280928548146242,1.0,2,6
varying_density,45,entropy_1.2,1.0702249705318467,9,9,False,0.5280928548146242,1.0,2,6
varying_density,45,largest_0.8,1.0702249705318467,9,9,False,0.5280928548146242,1.0,2,6
varying_density,45,largest_1.2,1.0702249705318467,9,9,False,0.5280928548146242,1.0,2,6
varying_density,45,giant_excess_0.8,1.0702249705318467,9,9,False,0.5280928548146242,1.0,2,6
